attempt_id,phase,contrast_id,block_index,retry_index,template,position_index,label,algorithm,n,pattern,seed,block_size,workers,status,invalid_reason,external_interruption,returncode,timed_out,position_ns,input_checksum,output_checksum,executable_sha256_before,executable_sha256_after,attempt_directory
pilot-parallel2_linear_n4194304-b04-r0-p1-B,pilot,parallel2_linear_n4194304,4,0,BAAB,1,B,parallel,4194304,mixed,2026082901,1,2,VALID,,False,0,False,5144958,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/pilot-parallel2_linear_n4194304-b04-r0-p1-B
pilot-parallel2_linear_n4194304-b04-r0-p2-A,pilot,parallel2_linear_n4194304,4,0,BAAB,2,A,linear,4194304,mixed,2026082901,1,2,VALID,,False,0,False,6123292,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/pilot-parallel2_linear_n4194304-b04-r0-p2-A
pilot-parallel2_linear_n4194304-b04-r0-p3-A,pilot,parallel2_linear_n4194304,4,0,BAAB,3,A,linear,4194304,mixed,2026082901,1,2,VALID,,False,0,False,4699375,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/pilot-parallel2_linear_n4194304-b04-r0-p3-A
pilot-parallel2_linear_n4194304-b04-r0-p4-B,pilot,parallel2_linear_n4194304,4,0,BAAB,4,B,parallel,4194304,mixed,2026082901,1,2,VALID,,False,0,False,6876917,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/pilot-parallel2_linear_n4194304-b04-r0-p4-B
pilot-parallel4_linear_n4194304-b01-r0-p1-A,pilot,parallel4_linear_n4194304,1,0,ABBA,1,A,linear,4194304,mixed,2026082901,1,4,VALID,,False,0,False,5120416,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/pilot-parallel4_linear_n4194304-b01-r0-p1-A
pilot-parallel4_linear_n4194304-b01-r0-p2-B,pilot,parallel4_linear_n4194304,1,0,ABBA,2,B,parallel,4194304,mixed,2026082901,1,4,VALID,,False,0,False,3536167,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/pilot-parallel4_linear_n4194304-b01-r0-p2-B
pilot-parallel4_linear_n4194304-b01-r0-p3-B,pilot,parallel4_linear_n4194304,1,0,ABBA,3,B,parallel,4194304,mixed,2026082901,1,4,VALID,,False,0,False,3838458,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/pilot-parallel4_linear_n4194304-b01-r0-p3-B
pilot-parallel4_linear_n4194304-b01-r0-p4-A,pilot,parallel4_linear_n4194304,1,0,ABBA,4,A,linear,4194304,mixed,2026082901,1,4,VALID,,False,0,False,6906500,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/pilot-parallel4_linear_n4194304-b01-r0-p4-A
pilot-parallel4_linear_n4194304-b02-r0-p1-B,pilot,parallel4_linear_n4194304,2,0,BAAB,1,B,parallel,4194304,mixed,2026082901,1,4,VALID,,False,0,False,3519916,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/pilot-parallel4_linear_n4194304-b02-r0-p1-B
pilot-parallel4_linear_n4194304-b02-r0-p2-A,pilot,parallel4_linear_n4194304,2,0,BAAB,2,A,linear,4194304,mixed,2026082901,1,4,VALID,,False,0,False,2935500,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/pilot-parallel4_linear_n4194304-b02-r0-p2-A
pilot-parallel4_linear_n4194304-b02-r0-p3-A,pilot,parallel4_linear_n4194304,2,0,BAAB,3,A,linear,4194304,mixed,2026082901,1,4,VALID,,False,0,False,3830917,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/pilot-parallel4_linear_n4194304-b02-r0-p3-A
pilot-parallel4_linear_n4194304-b02-r0-p4-B,pilot,parallel4_linear_n4194304,2,0,BAAB,4,B,parallel,4194304,mixed,2026082901,1,4,VALID,,False,0,False,3515458,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/pilot-parallel4_linear_n4194304-b02-r0-p4-B
pilot-parallel4_linear_n4194304-b03-r0-p1-A,pilot,parallel4_linear_n4194304,3,0,ABBA,1,A,linear,4194304,mixed,2026082901,1,4,VALID,,False,0,False,3707625,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/pilot-parallel4_linear_n4194304-b03-r0-p1-A
pilot-parallel4_linear_n4194304-b03-r0-p2-B,pilot,parallel4_linear_n4194304,3,0,ABBA,2,B,parallel,4194304,mixed,2026082901,1,4,VALID,,False,0,False,4325458,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/pilot-parallel4_linear_n4194304-b03-r0-p2-B
pilot-parallel4_linear_n4194304-b03-r0-p3-B,pilot,parallel4_linear_n4194304,3,0,ABBA,3,B,parallel,4194304,mixed,2026082901,1,4,VALID,,False,0,False,3531750,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/pilot-parallel4_linear_n4194304-b03-r0-p3-B
pilot-parallel4_linear_n4194304-b03-r0-p4-A,pilot,parallel4_linear_n4194304,3,0,ABBA,4,A,linear,4194304,mixed,2026082901,1,4,VALID,,False,0,False,4150667,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/pilot-parallel4_linear_n4194304-b03-r0-p4-A
pilot-parallel4_linear_n4194304-b04-r0-p1-B,pilot,parallel4_linear_n4194304,4,0,BAAB,1,B,parallel,4194304,mixed,2026082901,1,4,VALID,,False,0,False,3822708,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/pilot-parallel4_linear_n4194304-b04-r0-p1-B
pilot-parallel4_linear_n4194304-b04-r0-p2-A,pilot,parallel4_linear_n4194304,4,0,BAAB,2,A,linear,4194304,mixed,2026082901,1,4,VALID,,False,0,False,4296292,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/pilot-parallel4_linear_n4194304-b04-r0-p2-A
pilot-parallel4_linear_n4194304-b04-r0-p3-A,pilot,parallel4_linear_n4194304,4,0,BAAB,3,A,linear,4194304,mixed,2026082901,1,4,VALID,,False,0,False,6005459,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/pilot-parallel4_linear_n4194304-b04-r0-p3-A
pilot-parallel4_linear_n4194304-b04-r0-p4-B,pilot,parallel4_linear_n4194304,4,0,BAAB,4,B,parallel,4194304,mixed,2026082901,1,4,VALID,,False,0,False,4935667,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/pilot-parallel4_linear_n4194304-b04-r0-p4-B
pilot-parallel8_linear_n4194304-b01-r0-p1-B,pilot,parallel8_linear_n4194304,1,0,BAAB,1,B,parallel,4194304,mixed,2026082901,1,8,VALID,,False,0,False,3740000,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/pilot-parallel8_linear_n4194304-b01-r0-p1-B
pilot-parallel8_linear_n4194304-b01-r0-p2-A,pilot,parallel8_linear_n4194304,1,0,BAAB,2,A,linear,4194304,mixed,2026082901,1,8,VALID,,False,0,False,7490833,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/pilot-parallel8_linear_n4194304-b01-r0-p2-A
pilot-parallel8_linear_n4194304-b01-r0-p3-A,pilot,parallel8_linear_n4194304,1,0,BAAB,3,A,linear,4194304,mixed,2026082901,1,8,VALID,,False,0,False,6012167,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/pilot-parallel8_linear_n4194304-b01-r0-p3-A
pilot-parallel8_linear_n4194304-b01-r0-p4-B,pilot,parallel8_linear_n4194304,1,0,BAAB,4,B,parallel,4194304,mixed,2026082901,1,8,VALID,,False,0,False,3110667,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/pilot-parallel8_linear_n4194304-b01-r0-p4-B
pilot-parallel8_linear_n4194304-b02-r0-p1-B,pilot,parallel8_linear_n4194304,2,0,BAAB,1,B,parallel,4194304,mixed,2026082901,1,8,VALID,,False,0,False,2886375,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/pilot-parallel8_linear_n4194304-b02-r0-p1-B
pilot-parallel8_linear_n4194304-b02-r0-p2-A,pilot,parallel8_linear_n4194304,2,0,BAAB,2,A,linear,4194304,mixed,2026082901,1,8,VALID,,False,0,False,4432416,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/pilot-parallel8_linear_n4194304-b02-r0-p2-A
pilot-parallel8_linear_n4194304-b02-r0-p3-A,pilot,parallel8_linear_n4194304,2,0,BAAB,3,A,linear,4194304,mixed,2026082901,1,8,VALID,,False,0,False,6072458,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/pilot-parallel8_linear_n4194304-b02-r0-p3-A
pilot-parallel8_linear_n4194304-b02-r0-p4-B,pilot,parallel8_linear_n4194304,2,0,BAAB,4,B,parallel,4194304,mixed,2026082901,1,8,VALID,,False,0,False,3292500,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/pilot-parallel8_linear_n4194304-b02-r0-p4-B
pilot-parallel8_linear_n4194304-b03-r0-p1-A,pilot,parallel8_linear_n4194304,3,0,ABBA,1,A,linear,4194304,mixed,2026082901,1,8,VALID,,False,0,False,3464500,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/pilot-parallel8_linear_n4194304-b03-r0-p1-A
pilot-parallel8_linear_n4194304-b03-r0-p2-B,pilot,parallel8_linear_n4194304,3,0,ABBA,2,B,parallel,4194304,mixed,2026082901,1,8,VALID,,False,0,False,3220625,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/pilot-parallel8_linear_n4194304-b03-r0-p2-B
pilot-parallel8_linear_n4194304-b03-r0-p3-B,pilot,parallel8_linear_n4194304,3,0,ABBA,3,B,parallel,4194304,mixed,2026082901,1,8,VALID,,False,0,False,3415209,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/pilot-parallel8_linear_n4194304-b03-r0-p3-B
pilot-parallel8_linear_n4194304-b03-r0-p4-A,pilot,parallel8_linear_n4194304,3,0,ABBA,4,A,linear,4194304,mixed,2026082901,1,8,VALID,,False,0,False,2811625,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/pilot-parallel8_linear_n4194304-b03-r0-p4-A
pilot-parallel8_linear_n4194304-b04-r0-p1-A,pilot,parallel8_linear_n4194304,4,0,ABBA,1,A,linear,4194304,mixed,2026082901,1,8,VALID,,False,0,False,6865458,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/pilot-parallel8_linear_n4194304-b04-r0-p1-A
pilot-parallel8_linear_n4194304-b04-r0-p2-B,pilot,parallel8_linear_n4194304,4,0,ABBA,2,B,parallel,4194304,mixed,2026082901,1,8,VALID,,False,0,False,2498541,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/pilot-parallel8_linear_n4194304-b04-r0-p2-B
pilot-parallel8_linear_n4194304-b04-r0-p3-B,pilot,parallel8_linear_n4194304,4,0,ABBA,3,B,parallel,4194304,mixed,2026082901,1,8,VALID,,False,0,False,3020708,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/pilot-parallel8_linear_n4194304-b04-r0-p3-B
pilot-parallel8_linear_n4194304-b04-r0-p4-A,pilot,parallel8_linear_n4194304,4,0,ABBA,4,A,linear,4194304,mixed,2026082901,1,8,VALID,,False,0,False,3437916,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/pilot-parallel8_linear_n4194304-b04-r0-p4-A
main-ref_linear_n64-b01-r0-p1-B,main,ref_linear_n64,1,0,BAAB,1,B,reference,64,mixed,2026082901,1,1,VALID,,False,0,False,542,71fbefaa1dbb8cb1,99ee45b7b2d0ab69,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-ref_linear_n64-b01-r0-p1-B
main-ref_linear_n64-b01-r0-p2-A,main,ref_linear_n64,1,0,BAAB,2,A,linear,64,mixed,2026082901,1,1,VALID,,False,0,False,84,71fbefaa1dbb8cb1,99ee45b7b2d0ab69,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-ref_linear_n64-b01-r0-p2-A
main-ref_linear_n64-b01-r0-p3-A,main,ref_linear_n64,1,0,BAAB,3,A,linear,64,mixed,2026082901,1,1,VALID,,False,0,False,83,71fbefaa1dbb8cb1,99ee45b7b2d0ab69,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-ref_linear_n64-b01-r0-p3-A
main-ref_linear_n64-b01-r0-p4-B,main,ref_linear_n64,1,0,BAAB,4,B,reference,64,mixed,2026082901,1,1,VALID,,False,0,False,458,71fbefaa1dbb8cb1,99ee45b7b2d0ab69,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-ref_linear_n64-b01-r0-p4-B
main-ref_linear_n64-b02-r0-p1-B,main,ref_linear_n64,2,0,BAAB,1,B,reference,64,mixed,2026082901,1,1,VALID,,False,0,False,542,71fbefaa1dbb8cb1,99ee45b7b2d0ab69,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-ref_linear_n64-b02-r0-p1-B
main-ref_linear_n64-b02-r0-p2-A,main,ref_linear_n64,2,0,BAAB,2,A,linear,64,mixed,2026082901,1,1,VALID,,False,0,False,42,71fbefaa1dbb8cb1,99ee45b7b2d0ab69,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-ref_linear_n64-b02-r0-p2-A
main-ref_linear_n64-b02-r0-p3-A,main,ref_linear_n64,2,0,BAAB,3,A,linear,64,mixed,2026082901,1,1,VALID,,False,0,False,83,71fbefaa1dbb8cb1,99ee45b7b2d0ab69,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-ref_linear_n64-b02-r0-p3-A
main-ref_linear_n64-b02-r0-p4-B,main,ref_linear_n64,2,0,BAAB,4,B,reference,64,mixed,2026082901,1,1,VALID,,False,0,False,417,71fbefaa1dbb8cb1,99ee45b7b2d0ab69,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-ref_linear_n64-b02-r0-p4-B
main-ref_linear_n64-b03-r0-p1-A,main,ref_linear_n64,3,0,ABBA,1,A,linear,64,mixed,2026082901,1,1,VALID,,False,0,False,41,71fbefaa1dbb8cb1,99ee45b7b2d0ab69,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-ref_linear_n64-b03-r0-p1-A
main-ref_linear_n64-b03-r0-p2-B,main,ref_linear_n64,3,0,ABBA,2,B,reference,64,mixed,2026082901,1,1,VALID,,False,0,False,417,71fbefaa1dbb8cb1,99ee45b7b2d0ab69,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-ref_linear_n64-b03-r0-p2-B
main-ref_linear_n64-b03-r0-p3-B,main,ref_linear_n64,3,0,ABBA,3,B,reference,64,mixed,2026082901,1,1,VALID,,False,0,False,458,71fbefaa1dbb8cb1,99ee45b7b2d0ab69,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-ref_linear_n64-b03-r0-p3-B
main-ref_linear_n64-b03-r0-p4-A,main,ref_linear_n64,3,0,ABBA,4,A,linear,64,mixed,2026082901,1,1,VALID,,False,0,False,84,71fbefaa1dbb8cb1,99ee45b7b2d0ab69,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-ref_linear_n64-b03-r0-p4-A
main-ref_linear_n64-b04-r0-p1-A,main,ref_linear_n64,4,0,ABBA,1,A,linear,64,mixed,2026082901,1,1,VALID,,False,0,False,83,71fbefaa1dbb8cb1,99ee45b7b2d0ab69,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-ref_linear_n64-b04-r0-p1-A
main-ref_linear_n64-b04-r0-p2-B,main,ref_linear_n64,4,0,ABBA,2,B,reference,64,mixed,2026082901,1,1,VALID,,False,0,False,500,71fbefaa1dbb8cb1,99ee45b7b2d0ab69,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-ref_linear_n64-b04-r0-p2-B
main-ref_linear_n64-b04-r0-p3-B,main,ref_linear_n64,4,0,ABBA,3,B,reference,64,mixed,2026082901,1,1,VALID,,False,0,False,458,71fbefaa1dbb8cb1,99ee45b7b2d0ab69,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-ref_linear_n64-b04-r0-p3-B
main-ref_linear_n64-b04-r0-p4-A,main,ref_linear_n64,4,0,ABBA,4,A,linear,64,mixed,2026082901,1,1,VALID,,False,0,False,83,71fbefaa1dbb8cb1,99ee45b7b2d0ab69,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-ref_linear_n64-b04-r0-p4-A
main-ref_linear_n64-b05-r0-p1-A,main,ref_linear_n64,5,0,ABBA,1,A,linear,64,mixed,2026082901,1,1,VALID,,False,0,False,83,71fbefaa1dbb8cb1,99ee45b7b2d0ab69,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-ref_linear_n64-b05-r0-p1-A
main-ref_linear_n64-b05-r0-p2-B,main,ref_linear_n64,5,0,ABBA,2,B,reference,64,mixed,2026082901,1,1,VALID,,False,0,False,459,71fbefaa1dbb8cb1,99ee45b7b2d0ab69,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-ref_linear_n64-b05-r0-p2-B
main-ref_linear_n64-b05-r0-p3-B,main,ref_linear_n64,5,0,ABBA,3,B,reference,64,mixed,2026082901,1,1,VALID,,False,0,False,542,71fbefaa1dbb8cb1,99ee45b7b2d0ab69,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-ref_linear_n64-b05-r0-p3-B
main-ref_linear_n64-b05-r0-p4-A,main,ref_linear_n64,5,0,ABBA,4,A,linear,64,mixed,2026082901,1,1,VALID,,False,0,False,84,71fbefaa1dbb8cb1,99ee45b7b2d0ab69,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-ref_linear_n64-b05-r0-p4-A
main-ref_linear_n64-b06-r0-p1-A,main,ref_linear_n64,6,0,ABBA,1,A,linear,64,mixed,2026082901,1,1,VALID,,False,0,False,42,71fbefaa1dbb8cb1,99ee45b7b2d0ab69,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-ref_linear_n64-b06-r0-p1-A
main-ref_linear_n64-b06-r0-p2-B,main,ref_linear_n64,6,0,ABBA,2,B,reference,64,mixed,2026082901,1,1,VALID,,False,0,False,459,71fbefaa1dbb8cb1,99ee45b7b2d0ab69,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-ref_linear_n64-b06-r0-p2-B
