attempt_id,phase,contrast_id,block_index,retry_index,template,position_index,label,algorithm,n,pattern,seed,block_size,workers,status,invalid_reason,external_interruption,returncode,timed_out,position_ns,input_checksum,output_checksum,executable_sha256_before,executable_sha256_after,attempt_directory
main-blocked_linear_n262144_b16384-b02-r0-p2-A,main,blocked_linear_n262144_b16384,2,0,BAAB,2,A,linear,262144,mixed,2026082901,16384,1,VALID,,False,0,False,502375,21fc62b48ab2a3a5,528ae490751b6dcb,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n262144_b16384-b02-r0-p2-A
main-blocked_linear_n262144_b16384-b02-r0-p3-A,main,blocked_linear_n262144_b16384,2,0,BAAB,3,A,linear,262144,mixed,2026082901,16384,1,VALID,,False,0,False,520291,21fc62b48ab2a3a5,528ae490751b6dcb,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n262144_b16384-b02-r0-p3-A
main-blocked_linear_n262144_b16384-b02-r0-p4-B,main,blocked_linear_n262144_b16384,2,0,BAAB,4,B,blocked,262144,mixed,2026082901,16384,1,VALID,,False,0,False,365666,21fc62b48ab2a3a5,528ae490751b6dcb,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n262144_b16384-b02-r0-p4-B
main-blocked_linear_n262144_b16384-b03-r0-p1-A,main,blocked_linear_n262144_b16384,3,0,ABBA,1,A,linear,262144,mixed,2026082901,16384,1,VALID,,False,0,False,441625,21fc62b48ab2a3a5,528ae490751b6dcb,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n262144_b16384-b03-r0-p1-A
main-blocked_linear_n262144_b16384-b03-r0-p2-B,main,blocked_linear_n262144_b16384,3,0,ABBA,2,B,blocked,262144,mixed,2026082901,16384,1,VALID,,False,0,False,359334,21fc62b48ab2a3a5,528ae490751b6dcb,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n262144_b16384-b03-r0-p2-B
main-blocked_linear_n262144_b16384-b03-r0-p3-B,main,blocked_linear_n262144_b16384,3,0,ABBA,3,B,blocked,262144,mixed,2026082901,16384,1,VALID,,False,0,False,377000,21fc62b48ab2a3a5,528ae490751b6dcb,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n262144_b16384-b03-r0-p3-B
main-blocked_linear_n262144_b16384-b03-r0-p4-A,main,blocked_linear_n262144_b16384,3,0,ABBA,4,A,linear,262144,mixed,2026082901,16384,1,VALID,,False,0,False,482333,21fc62b48ab2a3a5,528ae490751b6dcb,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n262144_b16384-b03-r0-p4-A
main-blocked_linear_n262144_b16384-b04-r0-p1-A,main,blocked_linear_n262144_b16384,4,0,ABBA,1,A,linear,262144,mixed,2026082901,16384,1,VALID,,False,0,False,493000,21fc62b48ab2a3a5,528ae490751b6dcb,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n262144_b16384-b04-r0-p1-A
main-blocked_linear_n262144_b16384-b04-r0-p2-B,main,blocked_linear_n262144_b16384,4,0,ABBA,2,B,blocked,262144,mixed,2026082901,16384,1,VALID,,False,0,False,391292,21fc62b48ab2a3a5,528ae490751b6dcb,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n262144_b16384-b04-r0-p2-B
main-blocked_linear_n262144_b16384-b04-r0-p3-B,main,blocked_linear_n262144_b16384,4,0,ABBA,3,B,blocked,262144,mixed,2026082901,16384,1,VALID,,False,0,False,358083,21fc62b48ab2a3a5,528ae490751b6dcb,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n262144_b16384-b04-r0-p3-B
main-blocked_linear_n262144_b16384-b04-r0-p4-A,main,blocked_linear_n262144_b16384,4,0,ABBA,4,A,linear,262144,mixed,2026082901,16384,1,VALID,,False,0,False,521083,21fc62b48ab2a3a5,528ae490751b6dcb,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n262144_b16384-b04-r0-p4-A
main-blocked_linear_n262144_b16384-b05-r0-p1-A,main,blocked_linear_n262144_b16384,5,0,ABBA,1,A,linear,262144,mixed,2026082901,16384,1,VALID,,False,0,False,506416,21fc62b48ab2a3a5,528ae490751b6dcb,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n262144_b16384-b05-r0-p1-A
main-blocked_linear_n262144_b16384-b05-r0-p2-B,main,blocked_linear_n262144_b16384,5,0,ABBA,2,B,blocked,262144,mixed,2026082901,16384,1,VALID,,False,0,False,356416,21fc62b48ab2a3a5,528ae490751b6dcb,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n262144_b16384-b05-r0-p2-B
main-blocked_linear_n262144_b16384-b05-r0-p3-B,main,blocked_linear_n262144_b16384,5,0,ABBA,3,B,blocked,262144,mixed,2026082901,16384,1,VALID,,False,0,False,366750,21fc62b48ab2a3a5,528ae490751b6dcb,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n262144_b16384-b05-r0-p3-B
main-blocked_linear_n262144_b16384-b05-r0-p4-A,main,blocked_linear_n262144_b16384,5,0,ABBA,4,A,linear,262144,mixed,2026082901,16384,1,VALID,,False,0,False,135292,21fc62b48ab2a3a5,528ae490751b6dcb,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n262144_b16384-b05-r0-p4-A
main-blocked_linear_n262144_b16384-b06-r0-p1-A,main,blocked_linear_n262144_b16384,6,0,ABBA,1,A,linear,262144,mixed,2026082901,16384,1,VALID,,False,0,False,171750,21fc62b48ab2a3a5,528ae490751b6dcb,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n262144_b16384-b06-r0-p1-A
main-blocked_linear_n262144_b16384-b06-r0-p2-B,main,blocked_linear_n262144_b16384,6,0,ABBA,2,B,blocked,262144,mixed,2026082901,16384,1,VALID,,False,0,False,361709,21fc62b48ab2a3a5,528ae490751b6dcb,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n262144_b16384-b06-r0-p2-B
main-blocked_linear_n262144_b16384-b06-r0-p3-B,main,blocked_linear_n262144_b16384,6,0,ABBA,3,B,blocked,262144,mixed,2026082901,16384,1,VALID,,False,0,False,372708,21fc62b48ab2a3a5,528ae490751b6dcb,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n262144_b16384-b06-r0-p3-B
main-blocked_linear_n262144_b16384-b06-r0-p4-A,main,blocked_linear_n262144_b16384,6,0,ABBA,4,A,linear,262144,mixed,2026082901,16384,1,VALID,,False,0,False,496584,21fc62b48ab2a3a5,528ae490751b6dcb,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n262144_b16384-b06-r0-p4-A
main-blocked_linear_n262144_b16384-b07-r0-p1-B,main,blocked_linear_n262144_b16384,7,0,BAAB,1,B,blocked,262144,mixed,2026082901,16384,1,VALID,,False,0,False,389084,21fc62b48ab2a3a5,528ae490751b6dcb,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n262144_b16384-b07-r0-p1-B
main-blocked_linear_n262144_b16384-b07-r0-p2-A,main,blocked_linear_n262144_b16384,7,0,BAAB,2,A,linear,262144,mixed,2026082901,16384,1,VALID,,False,0,False,464292,21fc62b48ab2a3a5,528ae490751b6dcb,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n262144_b16384-b07-r0-p2-A
main-blocked_linear_n262144_b16384-b07-r0-p3-A,main,blocked_linear_n262144_b16384,7,0,BAAB,3,A,linear,262144,mixed,2026082901,16384,1,VALID,,False,0,False,501250,21fc62b48ab2a3a5,528ae490751b6dcb,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n262144_b16384-b07-r0-p3-A
main-blocked_linear_n262144_b16384-b07-r0-p4-B,main,blocked_linear_n262144_b16384,7,0,BAAB,4,B,blocked,262144,mixed,2026082901,16384,1,VALID,,False,0,False,531500,21fc62b48ab2a3a5,528ae490751b6dcb,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n262144_b16384-b07-r0-p4-B
main-blocked_linear_n262144_b16384-b08-r0-p1-B,main,blocked_linear_n262144_b16384,8,0,BAAB,1,B,blocked,262144,mixed,2026082901,16384,1,VALID,,False,0,False,377834,21fc62b48ab2a3a5,528ae490751b6dcb,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n262144_b16384-b08-r0-p1-B
main-blocked_linear_n262144_b16384-b08-r0-p2-A,main,blocked_linear_n262144_b16384,8,0,BAAB,2,A,linear,262144,mixed,2026082901,16384,1,VALID,,False,0,False,140208,21fc62b48ab2a3a5,528ae490751b6dcb,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n262144_b16384-b08-r0-p2-A
main-blocked_linear_n262144_b16384-b08-r0-p3-A,main,blocked_linear_n262144_b16384,8,0,BAAB,3,A,linear,262144,mixed,2026082901,16384,1,VALID,,False,0,False,333375,21fc62b48ab2a3a5,528ae490751b6dcb,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n262144_b16384-b08-r0-p3-A
main-blocked_linear_n262144_b16384-b08-r0-p4-B,main,blocked_linear_n262144_b16384,8,0,BAAB,4,B,blocked,262144,mixed,2026082901,16384,1,VALID,,False,0,False,374334,21fc62b48ab2a3a5,528ae490751b6dcb,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n262144_b16384-b08-r0-p4-B
main-blocked_linear_n262144_b16384-b09-r0-p1-A,main,blocked_linear_n262144_b16384,9,0,ABBA,1,A,linear,262144,mixed,2026082901,16384,1,VALID,,False,0,False,525375,21fc62b48ab2a3a5,528ae490751b6dcb,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n262144_b16384-b09-r0-p1-A
main-blocked_linear_n262144_b16384-b09-r0-p2-B,main,blocked_linear_n262144_b16384,9,0,ABBA,2,B,blocked,262144,mixed,2026082901,16384,1,VALID,,False,0,False,363000,21fc62b48ab2a3a5,528ae490751b6dcb,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n262144_b16384-b09-r0-p2-B
main-blocked_linear_n262144_b16384-b09-r0-p3-B,main,blocked_linear_n262144_b16384,9,0,ABBA,3,B,blocked,262144,mixed,2026082901,16384,1,VALID,,False,0,False,373625,21fc62b48ab2a3a5,528ae490751b6dcb,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n262144_b16384-b09-r0-p3-B
main-blocked_linear_n262144_b16384-b09-r0-p4-A,main,blocked_linear_n262144_b16384,9,0,ABBA,4,A,linear,262144,mixed,2026082901,16384,1,VALID,,False,0,False,145583,21fc62b48ab2a3a5,528ae490751b6dcb,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n262144_b16384-b09-r0-p4-A
main-blocked_linear_n262144_b16384-b10-r0-p1-B,main,blocked_linear_n262144_b16384,10,0,BAAB,1,B,blocked,262144,mixed,2026082901,16384,1,VALID,,False,0,False,380375,21fc62b48ab2a3a5,528ae490751b6dcb,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n262144_b16384-b10-r0-p1-B
main-blocked_linear_n262144_b16384-b10-r0-p2-A,main,blocked_linear_n262144_b16384,10,0,BAAB,2,A,linear,262144,mixed,2026082901,16384,1,VALID,,False,0,False,404833,21fc62b48ab2a3a5,528ae490751b6dcb,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n262144_b16384-b10-r0-p2-A
main-blocked_linear_n262144_b16384-b10-r0-p3-A,main,blocked_linear_n262144_b16384,10,0,BAAB,3,A,linear,262144,mixed,2026082901,16384,1,VALID,,False,0,False,491291,21fc62b48ab2a3a5,528ae490751b6dcb,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n262144_b16384-b10-r0-p3-A
main-blocked_linear_n262144_b16384-b10-r0-p4-B,main,blocked_linear_n262144_b16384,10,0,BAAB,4,B,blocked,262144,mixed,2026082901,16384,1,VALID,,False,0,False,367041,21fc62b48ab2a3a5,528ae490751b6dcb,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n262144_b16384-b10-r0-p4-B
main-blocked_linear_n262144_b16384-b11-r0-p1-A,main,blocked_linear_n262144_b16384,11,0,ABBA,1,A,linear,262144,mixed,2026082901,16384,1,VALID,,False,0,False,507958,21fc62b48ab2a3a5,528ae490751b6dcb,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n262144_b16384-b11-r0-p1-A
main-blocked_linear_n262144_b16384-b11-r0-p2-B,main,blocked_linear_n262144_b16384,11,0,ABBA,2,B,blocked,262144,mixed,2026082901,16384,1,VALID,,False,0,False,404542,21fc62b48ab2a3a5,528ae490751b6dcb,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n262144_b16384-b11-r0-p2-B
main-blocked_linear_n262144_b16384-b11-r0-p3-B,main,blocked_linear_n262144_b16384,11,0,ABBA,3,B,blocked,262144,mixed,2026082901,16384,1,VALID,,False,0,False,380250,21fc62b48ab2a3a5,528ae490751b6dcb,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n262144_b16384-b11-r0-p3-B
main-blocked_linear_n262144_b16384-b11-r0-p4-A,main,blocked_linear_n262144_b16384,11,0,ABBA,4,A,linear,262144,mixed,2026082901,16384,1,VALID,,False,0,False,501583,21fc62b48ab2a3a5,528ae490751b6dcb,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n262144_b16384-b11-r0-p4-A
main-blocked_linear_n262144_b16384-b12-r0-p1-B,main,blocked_linear_n262144_b16384,12,0,BAAB,1,B,blocked,262144,mixed,2026082901,16384,1,VALID,,False,0,False,378750,21fc62b48ab2a3a5,528ae490751b6dcb,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n262144_b16384-b12-r0-p1-B
main-blocked_linear_n262144_b16384-b12-r0-p2-A,main,blocked_linear_n262144_b16384,12,0,BAAB,2,A,linear,262144,mixed,2026082901,16384,1,VALID,,False,0,False,236042,21fc62b48ab2a3a5,528ae490751b6dcb,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n262144_b16384-b12-r0-p2-A
main-blocked_linear_n262144_b16384-b12-r0-p3-A,main,blocked_linear_n262144_b16384,12,0,BAAB,3,A,linear,262144,mixed,2026082901,16384,1,VALID,,False,0,False,182917,21fc62b48ab2a3a5,528ae490751b6dcb,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n262144_b16384-b12-r0-p3-A
main-blocked_linear_n262144_b16384-b12-r0-p4-B,main,blocked_linear_n262144_b16384,12,0,BAAB,4,B,blocked,262144,mixed,2026082901,16384,1,VALID,,False,0,False,377375,21fc62b48ab2a3a5,528ae490751b6dcb,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n262144_b16384-b12-r0-p4-B
main-blocked_linear_n4194304_b16384-b01-r0-p1-B,main,blocked_linear_n4194304_b16384,1,0,BAAB,1,B,blocked,4194304,mixed,2026082901,16384,1,VALID,,False,0,False,6923208,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n4194304_b16384-b01-r0-p1-B
main-blocked_linear_n4194304_b16384-b01-r0-p2-A,main,blocked_linear_n4194304_b16384,1,0,BAAB,2,A,linear,4194304,mixed,2026082901,16384,1,VALID,,False,0,False,5756000,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n4194304_b16384-b01-r0-p2-A
main-blocked_linear_n4194304_b16384-b01-r0-p3-A,main,blocked_linear_n4194304_b16384,1,0,BAAB,3,A,linear,4194304,mixed,2026082901,16384,1,VALID,,False,0,False,4663417,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n4194304_b16384-b01-r0-p3-A
main-blocked_linear_n4194304_b16384-b01-r0-p4-B,main,blocked_linear_n4194304_b16384,1,0,BAAB,4,B,blocked,4194304,mixed,2026082901,16384,1,VALID,,False,0,False,7823083,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n4194304_b16384-b01-r0-p4-B
main-blocked_linear_n4194304_b16384-b02-r0-p1-B,main,blocked_linear_n4194304_b16384,2,0,BAAB,1,B,blocked,4194304,mixed,2026082901,16384,1,VALID,,False,0,False,6283417,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n4194304_b16384-b02-r0-p1-B
main-blocked_linear_n4194304_b16384-b02-r0-p2-A,main,blocked_linear_n4194304_b16384,2,0,BAAB,2,A,linear,4194304,mixed,2026082901,16384,1,VALID,,False,0,False,3630583,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n4194304_b16384-b02-r0-p2-A
main-blocked_linear_n4194304_b16384-b02-r0-p3-A,main,blocked_linear_n4194304_b16384,2,0,BAAB,3,A,linear,4194304,mixed,2026082901,16384,1,VALID,,False,0,False,6824875,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n4194304_b16384-b02-r0-p3-A
main-blocked_linear_n4194304_b16384-b02-r0-p4-B,main,blocked_linear_n4194304_b16384,2,0,BAAB,4,B,blocked,4194304,mixed,2026082901,16384,1,VALID,,False,0,False,6846042,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n4194304_b16384-b02-r0-p4-B
main-blocked_linear_n4194304_b16384-b03-r0-p1-A,main,blocked_linear_n4194304_b16384,3,0,ABBA,1,A,linear,4194304,mixed,2026082901,16384,1,VALID,,False,0,False,7274292,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n4194304_b16384-b03-r0-p1-A
main-blocked_linear_n4194304_b16384-b03-r0-p2-B,main,blocked_linear_n4194304_b16384,3,0,ABBA,2,B,blocked,4194304,mixed,2026082901,16384,1,VALID,,False,0,False,7039417,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n4194304_b16384-b03-r0-p2-B
main-blocked_linear_n4194304_b16384-b03-r0-p3-B,main,blocked_linear_n4194304_b16384,3,0,ABBA,3,B,blocked,4194304,mixed,2026082901,16384,1,VALID,,False,0,False,6748042,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n4194304_b16384-b03-r0-p3-B
main-blocked_linear_n4194304_b16384-b03-r0-p4-A,main,blocked_linear_n4194304_b16384,3,0,ABBA,4,A,linear,4194304,mixed,2026082901,16384,1,VALID,,False,0,False,3972542,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n4194304_b16384-b03-r0-p4-A
main-blocked_linear_n4194304_b16384-b04-r0-p1-A,main,blocked_linear_n4194304_b16384,4,0,ABBA,1,A,linear,4194304,mixed,2026082901,16384,1,VALID,,False,0,False,4782292,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-blocked_linear_n4194304_b16384-b04-r0-p1-A
