phase,contrast_id,block_index,retry_index,template,status,invalid_reason,attempt_ids,a_mean_log_ns,b_mean_log_ns,log_contrast,ratio
aa,aa_linear_n262144,1,0,ABBA,VALID,,aa-aa_linear_n262144-b01-r0-p1-A;aa-aa_linear_n262144-b01-r0-p2-B;aa-aa_linear_n262144-b01-r0-p3-B;aa-aa_linear_n262144-b01-r0-p4-A,12.511587233085947,13.139721177678314,0.628133944592367,1.8741101209298439
aa,aa_linear_n262144,2,0,BAAB,VALID,,aa-aa_linear_n262144-b02-r0-p1-B;aa-aa_linear_n262144-b02-r0-p2-A;aa-aa_linear_n262144-b02-r0-p3-A;aa-aa_linear_n262144-b02-r0-p4-B,13.107120931229007,12.462272173790772,-0.6448487574382344,0.5247418994144735
aa,aa_linear_n262144,3,0,ABBA,VALID,,aa-aa_linear_n262144-b03-r0-p1-A;aa-aa_linear_n262144-b03-r0-p2-B;aa-aa_linear_n262144-b03-r0-p3-B;aa-aa_linear_n262144-b03-r0-p4-A,12.433027938478146,13.1266393769981,0.6936114385199534,2.000928731488828
aa,aa_linear_n262144,4,0,ABBA,VALID,,aa-aa_linear_n262144-b04-r0-p1-A;aa-aa_linear_n262144-b04-r0-p2-B;aa-aa_linear_n262144-b04-r0-p3-B;aa-aa_linear_n262144-b04-r0-p4-A,12.489900083134561,13.11527074093682,0.6253706578022591,1.868938565725288
aa,aa_linear_n262144,5,0,BAAB,VALID,,aa-aa_linear_n262144-b05-r0-p1-B;aa-aa_linear_n262144-b05-r0-p2-A;aa-aa_linear_n262144-b05-r0-p3-A;aa-aa_linear_n262144-b05-r0-p4-B,13.15240441240865,13.074741295743397,-0.07766311666525283,0.925276084137253
aa,aa_linear_n262144,6,0,ABBA,VALID,,aa-aa_linear_n262144-b06-r0-p1-A;aa-aa_linear_n262144-b06-r0-p2-B;aa-aa_linear_n262144-b06-r0-p3-B;aa-aa_linear_n262144-b06-r0-p4-A,13.076950755314101,13.056711961975893,-0.02023879333820844,0.9799646363377955
aa,aa_linear_n262144,7,0,ABBA,VALID,,aa-aa_linear_n262144-b07-r0-p1-A;aa-aa_linear_n262144-b07-r0-p2-B;aa-aa_linear_n262144-b07-r0-p3-B;aa-aa_linear_n262144-b07-r0-p4-A,13.13680752440732,12.034617957968662,-1.1021895664386587,0.33214303768823533
aa,aa_linear_n262144,8,0,BAAB,VALID,,aa-aa_linear_n262144-b08-r0-p1-B;aa-aa_linear_n262144-b08-r0-p2-A;aa-aa_linear_n262144-b08-r0-p3-A;aa-aa_linear_n262144-b08-r0-p4-B,12.503365999421007,12.520932220350078,0.017566220929071008,1.0177214143769449
aa,aa_linear_n262144,9,0,BAAB,VALID,,aa-aa_linear_n262144-b09-r0-p1-B;aa-aa_linear_n262144-b09-r0-p2-A;aa-aa_linear_n262144-b09-r0-p3-A;aa-aa_linear_n262144-b09-r0-p4-B,12.46745598076391,13.124821659282507,0.6573656785185964,1.9297021768927551
aa,aa_linear_n262144,10,0,BAAB,VALID,,aa-aa_linear_n262144-b10-r0-p1-B;aa-aa_linear_n262144-b10-r0-p2-A;aa-aa_linear_n262144-b10-r0-p3-A;aa-aa_linear_n262144-b10-r0-p4-B,13.136418181407558,12.354471921259545,-0.7819462601480129,0.4575147015954459
aa,aa_linear_n262144,11,0,BAAB,VALID,,aa-aa_linear_n262144-b11-r0-p1-B;aa-aa_linear_n262144-b11-r0-p2-A;aa-aa_linear_n262144-b11-r0-p3-A;aa-aa_linear_n262144-b11-r0-p4-B,12.500655204985968,13.119390363613924,0.6187351586279561,1.8565782791031955
aa,aa_linear_n262144,12,0,ABBA,VALID,,aa-aa_linear_n262144-b12-r0-p1-A;aa-aa_linear_n262144-b12-r0-p2-B;aa-aa_linear_n262144-b12-r0-p3-B;aa-aa_linear_n262144-b12-r0-p4-A,11.843009812024107,12.455614190483804,0.6126043784596966,1.8452308257224548
